date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-07-20 04:30,-1.89,0.00,-128.08,0.00,5272.11,35.58,0.00,165.38,0.00,42.29,14.99,112.05,251.99,0.14,0.00,11.21,52.04,0.00,2339.88,0.36,0.00,50.68,0.00,12.89,815.94,98.10
2025-07-20 05:00,-8.19,0.00,-133.42,0.00,5387.65,39.95,0.00,165.38,0.00,41.57,4.41,112.69,284.58,0.14,0.00,10.95,54.12,0.00,2398.32,0.40,0.00,50.68,0.00,12.66,816.98,95.81
2025-07-20 05:30,-19.58,0.00,-179.07,0.00,5381.42,47.12,0.00,165.38,0.00,42.19,13.39,114.76,345.90,0.14,0.00,10.89,72.09,0.00,2395.48,0.47,0.00,50.68,0.00,12.85,807.69,95.24
2025-07-20 06:00,-10.43,0.00,-230.04,0.00,5445.50,52.40,0.00,165.38,0.00,41.79,11.96,136.73,353.95,0.14,0.00,10.82,92.13,0.00,2423.57,0.53,0.00,50.68,0.00,12.74,802.83,102.70
2025-07-20 06:30,-4.03,0.00,-249.67,0.00,5729.59,55.38,0.00,165.38,0.00,42.16,4.99,142.57,354.63,0.35,2.80,10.80,100.38,0.00,2548.18,0.56,0.00,50.68,0.00,12.84,804.55,116.05
2025-07-20 07:00,-3.77,0.00,-276.28,0.00,5797.67,53.47,0.00,165.50,0.00,42.48,6.68,148.57,392.67,25.65,50.30,10.88,110.00,0.00,2578.42,0.54,0.00,50.72,0.00,12.93,791.08,122.31
2025-07-20 07:30,-4.01,0.00,-498.52,0.00,5746.98,50.33,0.00,166.10,0.00,41.74,0.16,150.67,436.70,444.92,294.29,11.78,184.75,0.00,2555.81,0.51,0.00,50.90,0.00,12.72,713.15,128.45
2025-07-20 08:00,-11.43,0.00,-598.82,0.00,4977.85,47.25,0.00,163.22,0.00,40.87,0.48,97.52,405.62,1269.09,720.94,13.43,193.86,0.00,2209.47,0.47,0.00,50.02,0.00,12.44,584.47,67.03
2025-07-20 08:30,-24.35,-19.15,-750.82,0.00,4310.74,44.03,0.00,153.61,0.00,37.54,1.56,61.21,295.20,1812.14,1245.95,15.05,218.50,0.00,1908.60,0.44,0.00,47.07,0.00,11.40,488.03,34.75
2025-07-20 09:00,-14.12,-265.94,-966.38,0.00,3974.89,48.22,0.00,144.94,0.00,35.36,4.12,39.34,149.65,2037.37,1789.44,16.42,260.88,0.00,1753.51,0.48,0.00,44.42,0.00,10.71,443.82,21.36
2025-07-20 09:30,-149.45,-482.74,-994.05,0.00,3851.40,45.65,0.00,137.73,0.00,34.44,0.66,30.65,80.39,2253.22,2280.41,17.17,251.80,0.00,1699.48,0.46,0.00,42.20,0.00,10.45,423.46,-10.40
2025-07-20 10:00,-408.30,-491.09,-1009.03,0.00,3811.34,39.35,0.00,131.88,0.00,34.17,0.19,35.04,35.53,2318.55,2685.37,17.97,253.66,0.00,1683.01,0.40,0.00,40.41,0.00,10.32,412.21,-0.01
2025-07-20 10:30,-369.99,-491.65,-1013.22,0.00,3806.33,35.93,0.00,126.97,0.00,32.76,0.00,9.90,15.67,2167.68,2969.54,19.04,261.98,0.00,1680.73,0.36,0.00,38.91,0.00,9.86,402.71,-14.33
2025-07-20 11:00,-298.67,-490.93,-1040.58,0.00,3801.25,36.03,0.00,122.75,0.00,35.40,0.00,4.55,11.50,1923.12,3206.58,19.68,279.64,0.00,1678.56,0.36,0.00,37.61,0.00,10.69,396.00,-14.33
2025-07-20 11:30,-353.39,-491.22,-1098.35,0.00,3801.44,36.57,0.00,119.32,0.00,35.27,0.00,4.61,13.40,1978.27,3360.00,20.40,292.39,0.00,1678.62,0.37,0.00,36.56,0.00,10.68,387.21,-14.73
2025-07-20 12:00,-319.04,-490.34,-1174.17,0.00,3800.64,32.63,0.00,116.42,0.00,35.23,0.00,4.55,12.01,1929.25,3321.16,20.95,315.30,0.00,1678.32,0.33,0.00,35.67,0.00,10.66,387.90,-10.00
2025-07-20 12:30,-213.79,-489.38,-1205.78,0.00,3813.03,35.00,0.00,114.17,0.00,37.36,0.67,4.65,13.78,1873.81,3270.00,22.04,326.77,0.00,1683.71,0.35,0.00,34.98,0.00,11.33,387.01,-14.99
2025-07-20 13:00,-199.02,-489.16,-1189.34,0.00,3801.34,34.12,0.00,112.32,0.00,36.62,0.00,4.50,24.88,1934.01,3094.65,22.04,318.46,0.00,1678.57,0.34,0.00,34.41,0.00,11.13,392.47,-14.73
2025-07-20 13:30,-111.16,-489.13,-1226.03,0.00,3805.62,37.18,0.00,110.67,0.00,34.98,1.56,4.56,33.45,2123.13,2821.60,21.98,318.38,0.00,1680.45,0.37,0.00,33.91,0.00,10.61,393.75,-14.33
2025-07-20 14:00,-89.00,-488.03,-1173.29,0.00,3803.77,34.85,0.00,109.30,0.00,34.99,0.20,60.45,48.09,2165.93,2513.16,22.53,299.81,0.00,1679.73,0.35,0.00,33.49,0.00,10.61,405.78,4.44
2025-07-20 14:30,-32.49,-487.84,-1096.64,0.00,3797.84,36.35,0.00,111.50,0.00,35.45,0.06,72.28,55.34,2241.96,2113.02,22.23,276.00,0.00,1677.06,0.37,0.00,33.87,0.00,10.74,422.40,10.37
2025-07-20 15:00,-48.40,-445.71,-726.03,0.00,3958.34,35.72,0.00,145.15,0.00,33.22,0.97,85.94,67.44,2083.39,1675.05,20.92,190.33,0.00,1745.88,0.36,0.00,41.74,0.00,10.08,468.38,10.58
2025-07-20 15:30,-28.12,-243.37,-721.23,0.00,4117.33,41.98,0.00,269.96,0.00,35.74,1.48,102.01,64.86,1968.33,1251.50,20.08,199.07,0.00,1812.95,0.42,0.00,67.82,0.00,10.83,493.54,33.75
2025-07-20 16:00,-23.07,-80.95,-645.85,0.00,4459.76,46.73,0.00,343.52,0.00,35.74,13.59,109.09,125.51,1576.02,846.95,18.83,195.96,0.00,1964.67,0.47,0.00,83.35,0.00,10.83,547.48,45.00
2025-07-20 16:30,-2.86,0.00,-709.38,0.00,5251.05,46.48,0.00,476.32,0.00,37.55,8.91,197.82,161.91,990.30,500.61,18.46,242.37,0.00,2326.45,0.47,0.00,110.75,0.00,11.41,634.23,90.68
2025-07-20 17:00,-2.23,0.00,-678.77,0.00,5785.84,52.42,0.00,679.22,0.00,34.28,90.61,382.52,156.66,381.44,222.26,18.61,245.67,0.00,2575.67,0.53,0.00,154.14,0.00,10.36,702.41,128.45
2025-07-20 17:30,0.00,0.00,-633.00,0.00,5851.52,49.77,0.00,779.20,0.00,38.32,422.63,534.23,170.18,37.44,51.78,18.17,224.29,0.00,2605.77,0.50,0.00,175.55,0.00,11.64,703.68,159.95
2025-07-20 18:00,0.00,0.00,-498.11,0.00,5860.34,47.97,0.00,861.53,0.00,37.43,573.56,604.48,187.57,1.85,5.42,16.97,171.47,0.00,2609.38,0.48,0.00,193.36,0.00,11.38,688.13,277.73
2025-07-20 18:30,0.00,0.00,-443.33,0.00,5865.72,53.95,0.00,893.99,0.00,37.24,508.81,574.85,251.20,0.15,0.21,16.13,152.92,0.00,2611.75,0.54,0.00,201.04,0.00,11.32,690.12,162.73
2025-07-20 19:00,-0.41,0.00,-422.34,0.00,5844.12,53.35,0.00,876.08,0.00,37.44,409.89,550.89,295.99,0.20,0.00,15.95,147.06,0.00,2602.47,0.54,0.00,198.00,0.00,11.39,697.25,167.35
2025-07-20 19:30,-0.36,0.00,-369.34,0.00,5826.08,52.07,0.00,852.92,0.00,36.99,197.50,487.32,364.56,0.20,0.00,15.50,132.13,0.00,2594.86,0.52,0.00,193.85,0.00,11.25,716.54,128.73
2025-07-20 20:00,-1.61,0.00,-398.08,0.00,5821.91,50.93,0.00,910.24,0.00,37.21,42.75,359.70,516.13,0.20,0.00,15.42,144.44,0.00,2593.09,0.51,0.00,205.77,0.00,11.31,726.56,159.95
2025-07-20 20:30,-1.10,0.00,-443.83,0.00,5715.45,52.88,0.00,857.37,0.00,37.66,14.40,337.76,622.32,0.24,0.00,15.59,159.98,0.00,2546.44,0.53,0.00,195.50,0.00,11.44,721.22,127.80
2025-07-20 21:00,-9.79,0.00,-366.17,0.00,5598.62,51.15,0.00,790.58,0.00,37.14,1.50,306.12,631.26,0.13,0.00,15.88,132.60,0.00,2491.94,0.51,0.00,181.81,0.00,11.28,725.21,114.84
2025-07-20 21:30,-9.27,0.00,-305.28,0.00,5416.32,50.50,0.00,691.43,0.00,35.52,0.78,292.65,655.11,0.10,0.00,16.13,110.19,0.00,2406.66,0.51,0.00,160.63,0.00,10.82,723.05,84.88
2025-07-20 22:00,-38.82,0.00,-179.12,0.00,5169.39,43.65,0.00,489.79,0.00,36.45,3.28,176.82,719.47,0.10,0.00,16.01,65.00,0.00,2290.52,0.44,0.00,118.77,0.00,11.08,733.78,65.34
2025-07-20 22:30,-59.52,0.00,-2.93,52.66,4826.97,42.02,0.00,252.17,0.00,35.83,0.17,125.68,711.10,0.10,0.00,15.71,1.08,19.00,2136.66,0.42,0.00,68.75,0.00,10.86,746.83,84.45
2025-07-20 23:00,-56.45,0.00,-22.42,16.08,4752.65,46.48,0.00,171.31,0.00,34.33,1.32,122.36,792.93,0.10,0.00,15.31,8.15,5.79,2101.89,0.47,0.00,52.50,0.00,10.38,738.35,75.83
2025-07-20 23:30,-42.63,0.00,-101.73,0.00,4713.06,44.58,0.00,171.36,0.00,33.15,2.85,122.82,839.81,0.10,0.00,15.46,36.83,0.00,2084.28,0.45,0.00,52.51,0.00,10.00,729.82,67.71
2025-07-21 00:00,-35.49,0.00,-64.59,43.34,4627.09,35.13,0.00,171.38,0.00,32.52,2.75,122.93,854.88,0.10,0.00,15.58,23.31,15.24,2046.17,0.35,0.00,52.52,0.00,9.82,725.66,58.58
2025-07-21 00:30,-33.42,0.00,-12.37,15.40,4633.10,41.90,0.00,171.60,0.00,32.97,1.59,107.26,877.47,0.10,0.00,15.57,4.46,5.44,2049.62,0.42,0.00,52.59,0.00,9.94,724.37,75.90
2025-07-21 01:00,-16.65,0.00,-25.48,0.00,4580.12,50.45,0.00,171.98,0.00,32.69,1.78,97.32,885.97,0.10,0.00,15.34,9.14,0.00,2024.64,0.51,0.00,52.71,0.00,9.86,719.45,55.63
2025-07-21 01:30,-4.70,0.00,-40.71,0.11,4570.01,50.67,0.00,171.71,0.00,32.46,3.34,97.28,842.22,0.10,0.00,15.21,14.73,0.04,2022.54,0.51,0.00,52.62,0.00,9.80,723.73,56.06
2025-07-21 02:00,-23.78,0.00,-97.36,0.00,4659.65,50.83,0.00,172.54,0.00,32.39,3.17,97.13,866.15,0.10,0.00,15.11,35.18,0.00,2063.60,0.51,0.00,52.88,0.00,9.78,726.14,54.66
2025-07-21 02:30,-82.01,0.00,-78.13,0.00,4646.24,53.12,0.00,172.40,0.00,32.64,3.61,97.11,854.28,0.10,0.00,15.01,28.26,0.00,2057.25,0.53,0.00,52.83,0.00,9.85,734.19,54.55
2025-07-21 03:00,-40.05,0.00,-155.50,0.00,4628.44,47.98,0.00,172.32,0.00,32.70,0.42,96.81,884.63,0.10,0.00,14.90,56.04,0.00,2049.36,0.48,0.00,52.81,0.00,9.87,725.67,54.24
2025-07-21 03:30,-1.92,0.00,-367.01,0.00,4628.85,47.30,0.00,172.38,0.00,32.62,2.06,96.83,892.42,0.10,0.00,14.72,131.99,0.00,2049.65,0.47,0.00,52.83,0.00,9.85,719.82,54.22
2025-07-21 04:00,-5.19,0.00,-359.43,0.00,4619.05,47.55,0.00,172.71,0.00,32.57,0.05,96.69,904.31,0.10,0.00,14.60,129.22,0.00,2045.29,0.48,0.00,52.93,0.00,9.83,718.65,53.85
2025-07-21 04:30,-1.28,0.00,-360.51,0.00,4731.85,40.20,0.00,172.68,0.00,32.63,0.37,96.82,929.70,0.10,0.00,14.43,129.90,0.00,2094.89,0.40,0.00,52.92,0.00,9.85,718.88,61.02
2025-07-21 05:00,-3.00,0.00,-288.58,0.00,4789.60,35.47,0.00,173.35,0.00,32.63,3.35,97.14,861.35,0.10,0.00,14.30,104.68,0.00,2120.65,0.36,0.00,53.13,0.00,9.85,729.40,54.76
2025-07-21 05:30,-1.88,0.00,-196.49,0.00,4977.22,43.30,0.00,173.84,0.00,32.44,2.51,96.93,888.09,0.10,0.00,14.12,71.53,0.00,2207.37,0.43,0.00,53.28,0.00,9.80,731.16,75.63
2025-07-21 06:00,-1.09,0.00,-106.35,0.00,5161.18,43.93,0.00,173.69,0.00,32.48,16.27,124.98,921.93,0.10,0.00,14.03,38.67,0.00,2291.09,0.44,0.00,53.23,0.00,9.81,727.45,77.53
2025-07-21 06:30,-0.02,0.00,-65.70,0.00,5371.69,43.57,0.00,173.86,0.00,31.62,85.82,285.21,866.36,0.10,1.74,14.08,23.33,0.00,2386.89,0.44,0.00,53.28,0.00,9.53,714.37,75.83
2025-07-21 07:00,-0.37,0.00,-46.23,0.00,5582.49,41.30,0.00,173.76,0.00,32.14,106.26,303.22,867.14,19.65,33.09,14.10,16.39,0.00,2483.51,0.41,0.00,53.25,0.00,9.69,711.56,126.16
2025-07-21 07:30,-0.65,0.00,-174.58,0.00,5659.20,42.50,0.00,172.96,0.00,31.92,63.14,286.84,919.08,391.42,208.79,14.17,59.46,0.00,2517.35,0.43,0.00,53.01,0.00,9.62,663.35,163.25
2025-07-21 08:00,-6.26,0.00,-374.73,0.00,5274.10,45.38,0.00,172.86,0.00,31.04,1.49,106.00,833.33,1190.99,559.58,14.88,116.84,0.00,2343.72,0.46,0.00,52.98,0.00,9.35,584.56,110.63
2025-07-21 08:30,-17.23,0.00,-625.29,0.00,4366.38,42.50,0.00,170.96,0.00,32.04,3.64,73.87,793.49,1866.51,1035.63,16.13,168.35,0.00,1937.48,0.43,0.00,52.39,0.00,9.66,473.13,34.75
2025-07-21 09:00,-38.48,-225.60,-838.85,0.00,4077.69,45.87,0.00,170.45,0.00,32.40,1.94,73.86,682.57,2013.23,1480.61,16.98,214.32,0.00,1808.86,0.46,0.00,52.24,0.00,9.79,443.31,6.89
2025-07-21 09:30,-123.03,-250.97,-956.22,0.00,3957.04,48.88,0.00,156.18,0.00,32.92,1.28,56.96,647.41,2126.43,1975.29,18.09,238.04,0.00,1753.95,0.49,0.00,47.86,0.00,9.99,410.38,50.86
2025-07-21 10:00,-314.21,-246.36,-926.71,0.00,3826.11,48.00,0.00,130.09,0.00,32.44,1.63,12.55,598.63,2134.56,2360.14,19.08,229.97,0.00,1695.40,0.48,0.00,39.86,0.00,9.76,395.86,-10.00
2025-07-21 10:30,-342.25,-490.49,-823.53,0.00,3813.67,46.85,0.00,129.81,0.00,29.44,0.00,34.51,552.78,2059.74,2656.48,19.04,199.89,0.00,1689.95,0.47,0.00,39.78,0.00,8.82,401.49,0.00
2025-07-21 11:00,-371.93,-490.84,-807.13,0.00,3813.74,42.52,0.00,129.53,0.00,30.23,0.00,12.46,446.71,2070.11,2896.93,19.71,199.30,0.00,1690.13,0.43,0.00,39.69,0.00,9.05,396.28,-12.64
2025-07-21 11:30,-277.85,-490.30,-827.40,0.00,3829.53,40.52,0.00,129.72,0.00,30.08,0.16,23.68,393.47,2028.66,3026.52,20.44,207.28,0.00,1697.13,0.41,0.00,39.75,0.00,9.01,389.29,-14.51
2025-07-21 12:00,-80.00,-489.80,-885.49,0.00,3816.64,31.00,0.00,130.14,0.00,29.90,0.15,58.01,341.58,2087.36,3055.79,21.02,220.61,0.00,1691.74,0.31,0.00,39.88,0.00,8.94,375.59,-0.01
2025-07-21 12:30,-158.16,-489.38,-844.30,0.00,3827.02,27.87,0.00,130.16,0.00,32.19,1.30,71.55,306.67,2039.79,2937.40,20.72,212.77,0.00,1696.47,0.28,0.00,39.88,0.00,9.68,389.12,34.75
2025-07-21 13:00,-177.80,-489.51,-819.76,0.00,3860.25,34.13,0.00,129.66,0.00,37.46,0.34,64.73,260.61,2089.42,2682.86,21.57,207.36,0.00,1711.41,0.34,0.00,39.73,0.00,11.35,405.47,9.24
2025-07-21 13:30,-136.25,-488.63,-781.57,0.00,3948.98,38.10,0.00,127.05,0.00,46.15,0.66,71.52,323.39,1984.08,2532.68,21.59,200.55,0.00,1751.00,0.38,0.00,38.93,0.00,14.13,418.43,35.73
2025-07-21 14:00,-74.42,-486.74,-831.47,0.00,4030.03,32.52,0.00,119.69,0.00,48.15,0.90,71.84,392.58,1966.80,2294.53,21.23,213.79,0.00,1787.70,0.33,0.00,36.67,0.00,14.76,429.82,35.73
2025-07-21 14:30,-36.33,-405.59,-718.34,0.00,4149.60,30.50,0.00,119.91,0.00,47.23,7.96,83.81,399.20,1704.14,2051.53,21.59,195.56,0.00,1839.93,0.31,0.00,37.23,0.00,14.46,456.40,44.98
2025-07-21 15:00,-6.21,-244.09,-707.61,0.00,4275.14,30.68,0.00,216.01,0.00,44.35,1.59,96.71,413.18,1739.44,1775.59,21.53,196.72,0.00,1895.53,0.31,0.00,56.22,0.00,13.54,463.38,55.00
2025-07-21 15:30,-22.27,-243.47,-730.41,0.00,4358.68,34.10,0.00,427.82,0.00,42.10,5.73,105.89,525.72,1679.14,1402.22,20.72,201.12,0.00,1930.94,0.34,0.00,100.30,0.00,12.83,486.02,32.11
2025-07-21 16:00,-15.75,-81.28,-768.17,0.00,4802.69,36.57,0.00,494.74,0.00,42.87,15.04,107.29,547.91,1497.49,940.91,20.05,226.75,0.00,2124.07,0.37,0.00,114.22,0.00,13.07,531.47,75.87
2025-07-21 16:30,-7.88,0.00,-706.49,0.00,5380.10,35.78,0.00,462.25,0.00,40.38,3.54,208.79,533.65,1154.93,529.62,19.47,225.97,0.00,2382.91,0.36,0.00,108.33,0.00,12.36,596.75,67.54
2025-07-21 17:00,-1.05,0.00,-597.22,0.00,5849.61,38.05,0.00,693.75,0.00,42.46,85.41,327.98,567.14,420.86,226.29,19.05,205.74,0.00,2600.11,0.38,0.00,156.89,0.00,12.96,670.19,81.57
2025-07-21 17:30,0.00,0.00,-605.53,0.00,6129.82,47.02,0.00,781.84,0.00,45.24,301.00,389.74,682.18,43.74,53.15,18.81,210.11,0.00,2732.55,0.47,0.00,175.24,0.00,13.84,689.36,151.72
2025-07-21 18:00,-0.23,0.00,-388.97,0.00,5963.26,53.42,0.00,797.08,61.07,45.93,368.95,434.39,720.05,1.65,5.59,18.48,132.25,0.00,2659.23,0.54,0.00,179.40,17.73,14.05,679.39,380.58
2025-07-21 18:30,-0.06,0.00,-432.83,0.00,5892.02,54.57,0.00,738.20,305.66,44.56,317.09,441.48,878.33,0.90,0.19,17.64,144.80,0.00,2626.64,0.55,0.00,171.87,91.02,13.64,669.63,270.44
2025-07-21 19:00,-0.24,0.00,-479.35,0.00,5874.41,55.25,0.00,841.75,287.79,41.90,270.15,326.29,1025.35,0.90,0.00,16.42,159.90,0.00,2622.87,0.55,0.00,188.32,86.69,12.80,667.46,221.93
2025-07-21 19:30,-16.47,0.00,-279.59,0.00,5622.30,55.07,0.00,830.10,146.87,41.17,74.41,352.46,1029.61,0.90,0.00,15.26,94.35,0.00,2510.54,0.55,0.00,186.04,43.60,12.57,676.85,73.00
2025-07-21 20:00,-0.49,0.00,-215.90,0.00,5419.60,51.35,0.00,711.58,3.06,42.16,30.52,346.72,1201.73,0.74,0.00,14.83,71.35,0.00,2404.64,0.52,0.00,162.15,1.17,12.85,661.30,79.71
2025-07-21 20:30,-0.82,0.00,-292.84,0.00,5321.73,45.63,0.00,749.13,2.59,42.45,14.77,288.77,1291.85,0.66,0.00,16.13,95.85,0.00,2355.84,0.46,0.00,169.72,0.99,12.94,654.91,75.83
2025-07-21 21:00,-1.49,0.00,-382.65,0.00,5398.26,48.75,0.00,631.06,0.00,42.43,23.82,290.61,1309.72,0.56,0.00,16.68,125.86,0.00,2389.04,0.49,0.00,145.66,0.00,12.93,658.13,77.53
2025-07-21 21:30,-2.46,0.00,-401.98,0.00,5315.97,51.30,0.00,482.73,0.00,41.60,18.88,290.72,1312.92,0.59,0.00,16.95,132.25,0.00,2351.63,0.52,0.00,114.75,0.00,12.68,660.26,75.83
2025-07-21 22:00,-10.61,0.00,-412.86,0.00,5210.82,48.35,0.00,346.61,0.00,42.40,3.64,286.66,1314.21,0.66,0.00,16.98,136.68,0.00,2303.41,0.49,0.00,85.15,0.00,12.95,663.35,54.76
2025-07-21 22:30,-5.09,0.00,-250.41,0.00,4880.72,48.07,0.00,131.32,0.00,42.29,0.03,286.03,1306.00,0.52,0.00,16.78,82.66,0.00,2159.18,0.48,0.00,38.31,0.00,12.93,661.00,75.45
2025-07-21 23:00,-4.96,0.00,-293.10,0.00,4822.94,51.10,0.00,110.04,0.00,43.92,5.64,203.73,1324.97,0.40,0.00,16.23,97.29,0.00,2132.60,0.51,0.00,33.72,0.00,13.41,664.98,55.73
2025-07-21 23:30,-1.28,0.00,-313.23,0.00,4767.47,53.38,0.00,110.18,0.00,44.54,1.43,121.91,1309.19,0.47,0.00,15.47,105.35,0.00,2108.22,0.54,0.00,33.76,0.00,13.60,673.04,56.47
2025-07-22 00:00,-2.08,0.00,-326.37,0.00,4684.01,49.60,0.00,109.54,0.00,43.81,0.63,121.96,1309.48,0.44,0.00,14.77,109.63,0.00,2071.29,0.50,0.00,33.56,0.00,13.37,670.70,55.94
2025-07-22 00:30,-10.88,0.00,-286.64,0.00,4561.94,50.87,0.00,110.16,0.00,43.63,3.07,121.66,1281.24,0.44,0.00,14.25,95.71,0.00,2014.53,0.51,0.00,33.75,0.00,13.34,669.37,55.09
2025-07-22 01:00,-12.66,0.00,-306.12,0.00,4444.58,52.72,0.00,110.08,0.00,43.43,12.49,122.52,1309.41,0.54,0.00,13.84,100.79,0.00,1960.36,0.53,0.00,33.73,0.00,13.27,660.24,54.76
2025-07-22 01:30,-0.66,0.00,-306.53,0.00,4373.89,52.72,0.00,109.98,0.00,43.72,6.60,121.75,1302.60,0.43,0.00,13.55,100.85,0.00,1931.06,0.53,0.00,33.70,0.00,13.34,658.35,54.76
2025-07-22 02:00,-1.64,0.00,-325.31,0.00,4354.46,49.85,0.00,109.59,0.00,43.48,6.96,119.27,1318.97,0.35,0.00,13.51,106.72,0.00,1922.70,0.50,0.00,33.58,0.00,13.28,656.57,53.63
2025-07-22 02:30,-10.08,0.00,-337.34,0.00,4339.83,51.62,0.00,109.93,0.00,43.68,3.03,96.57,1329.75,0.39,0.00,13.61,110.84,0.00,1916.36,0.52,0.00,33.68,0.00,13.33,658.58,47.69
2025-07-22 03:00,-33.49,0.00,-297.76,0.00,4252.06,53.82,0.00,110.00,0.00,43.48,2.88,94.69,1334.95,0.40,0.00,13.84,97.50,0.00,1877.60,0.54,0.00,33.70,0.00,13.27,657.29,0.00
2025-07-22 03:30,-19.45,0.00,-285.06,0.00,4190.92,52.72,0.00,109.83,0.00,43.90,3.02,90.12,1321.56,0.53,0.00,13.78,93.05,0.00,1850.46,0.53,0.00,33.65,0.00,13.42,655.40,34.75
2025-07-22 04:00,-16.10,0.00,-237.96,0.00,4164.32,52.12,0.00,109.43,0.00,45.35,4.17,96.89,1316.09,0.41,0.00,13.43,77.52,0.00,1838.69,0.52,0.00,33.53,0.00,13.87,653.72,34.75
2025-07-22 04:30,-2.30,0.00,-245.63,0.00,4305.02,52.43,0.00,109.66,0.00,45.34,0.86,96.97,1299.14,0.43,0.00,12.96,80.60,0.00,1901.05,0.53,0.00,33.60,0.00,13.86,660.00,36.93
2025-07-22 05:00,-0.99,0.00,-224.04,0.00,4412.96,50.65,0.00,109.98,0.00,47.18,2.57,97.08,1289.29,0.52,0.00,12.65,73.81,0.00,1949.28,0.51,0.00,33.70,0.00,14.46,665.19,35.74
2025-07-22 05:30,-0.35,0.00,-114.97,13.17,4594.89,47.83,0.00,110.10,0.00,47.92,3.88,97.13,1243.03,0.62,0.00,12.61,38.41,4.45,2038.66,0.48,0.00,33.73,0.00,14.68,679.63,50.81
2025-07-22 06:00,-0.61,0.00,0.00,117.02,4641.28,49.12,0.00,110.17,0.00,48.40,9.88,118.98,1236.72,0.62,0.00,12.68,0.00,39.98,2060.43,0.49,0.00,33.75,0.00,14.83,678.97,37.99
2025-07-22 06:30,-0.40,0.00,0.00,205.14,4945.22,51.65,0.00,110.09,0.00,47.70,13.83,122.64,1230.75,0.66,2.83,12.63,0.00,72.58,2191.49,0.52,0.00,33.73,0.00,14.61,687.34,54.76
2025-07-22 07:00,-0.42,0.00,0.00,164.82,5178.24,46.65,0.00,109.48,0.00,47.41,17.09,204.48,1246.76,30.40,47.61,12.82,0.00,58.94,2298.90,0.47,0.00,33.54,0.00,14.54,678.57,79.09
2025-07-22 07:30,-9.25,0.00,-50.73,34.01,5170.31,48.30,0.00,109.70,0.00,47.27,33.06,285.51,1243.43,406.46,255.06,13.42,15.79,12.27,2295.86,0.48,0.00,33.61,0.00,14.50,618.22,83.29
2025-07-22 08:00,-10.19,0.00,-240.05,0.00,4853.75,49.70,0.00,109.68,0.00,48.53,8.25,159.40,1256.20,1031.57,581.08,13.89,69.95,0.00,2151.18,0.50,0.00,33.60,0.00,14.86,542.87,55.24
2025-07-22 08:30,-19.49,0.00,-498.27,0.00,4357.04,51.48,0.00,109.68,0.00,49.17,0.96,74.94,1197.19,1664.99,974.35,14.56,129.90,0.00,1922.73,0.52,0.00,33.60,0.00,15.07,462.70,52.54
2025-07-22 09:00,-31.92,-246.25,-850.59,0.00,4056.36,51.18,0.00,109.91,0.00,38.96,9.26,72.25,1125.51,1704.23,1463.81,15.44,210.72,0.00,1790.62,0.51,0.00,33.68,0.00,12.21,433.52,44.94
2025-07-22 09:30,-109.45,-490.60,-840.28,0.00,4064.06,49.12,0.00,109.97,0.00,45.63,16.33,70.50,1035.34,1739.34,1908.13,16.57,202.87,0.00,1792.28,0.49,0.00,33.69,0.00,14.05,431.07,51.40
2025-07-22 10:00,-96.13,-489.44,-865.59,0.00,4022.66,47.20,0.00,110.27,0.00,48.71,14.14,57.15,966.50,1583.89,2328.34,18.21,214.77,0.00,1772.19,0.48,0.00,33.78,0.00,14.94,415.81,0.72
2025-07-22 10:30,-89.73,-489.58,-958.69,0.00,4039.86,37.97,0.00,109.56,0.00,47.87,6.40,73.13,855.34,1776.30,2598.40,19.64,235.66,0.00,1780.11,0.38,0.00,33.57,0.00,14.67,397.93,24.07
2025-07-22 11:00,-71.48,-448.27,-883.35,0.00,4127.44,41.57,0.00,109.96,0.00,47.89,3.41,82.89,673.10,1634.48,2674.38,21.22,229.74,0.00,1818.88,0.42,0.00,33.69,0.00,14.67,409.89,72.19
2025-07-22 11:30,-203.53,-244.06,-807.31,0.00,4229.86,39.90,0.00,109.74,0.00,45.10,10.00,84.11,512.03,1581.93,2640.08,20.98,225.06,0.00,1864.24,0.40,0.00,33.62,0.00,13.83,421.87,55.63
2025-07-22 12:00,-130.32,-245.01,-646.90,0.00,4136.20,42.63,0.00,109.82,0.00,43.41,5.17,73.05,416.77,1718.19,2558.74,21.17,178.02,0.00,1822.60,0.43,0.00,33.65,0.00,13.39,418.73,50.13
