date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-07-22 12:30,-113.37,-244.81,-698.23,0.00,4408.90,45.22,0.00,109.61,0.00,46.31,16.67,85.87,319.40,1545.60,2330.96,20.83,203.74,0.00,1942.32,0.45,0.00,33.58,0.00,14.20,455.12,75.63
2025-07-22 13:00,-132.42,-245.61,-636.36,0.00,4316.51,41.08,0.00,109.93,0.00,46.51,1.00,80.41,301.51,1493.06,2359.11,21.08,186.89,0.00,1902.59,0.42,0.00,33.68,0.00,14.23,456.13,75.83
2025-07-22 13:30,-135.96,-244.54,-553.60,0.00,4097.58,43.92,0.00,111.86,0.00,44.72,1.67,73.92,284.59,1629.33,2274.90,21.43,157.16,0.00,1806.08,0.45,0.00,34.13,0.00,13.70,444.97,35.73
2025-07-22 14:00,-154.67,-243.61,-458.72,0.00,4208.92,45.67,0.00,129.85,0.00,43.41,12.37,78.73,257.64,1341.87,2098.57,20.81,137.42,0.00,1854.93,0.46,0.00,37.98,0.00,13.33,480.78,35.73
2025-07-22 14:30,-67.70,-203.28,-563.40,0.00,4462.45,44.28,0.00,203.95,0.00,44.22,3.22,93.89,264.49,1212.54,1892.95,21.03,176.29,0.00,1968.97,0.44,0.00,54.09,0.00,13.56,503.76,75.83
2025-07-22 15:00,-54.42,0.00,-583.88,0.00,4498.21,47.90,0.00,257.16,0.00,44.88,0.04,105.71,329.90,1178.07,1574.35,21.20,186.32,0.00,1983.39,0.48,0.00,65.67,0.00,13.73,507.43,55.00
2025-07-22 15:30,-109.30,0.00,-358.75,0.00,4204.59,47.93,0.00,329.06,0.00,44.72,12.45,98.12,441.25,1065.21,1259.71,21.40,111.08,0.00,1853.93,0.48,0.00,81.30,0.00,13.72,522.63,-9.54
2025-07-22 16:00,-9.95,0.00,-386.95,0.00,4518.67,48.33,0.00,404.94,0.00,45.92,12.12,128.18,527.48,863.01,955.61,21.65,124.44,0.00,1993.85,0.49,0.00,97.80,0.00,14.06,557.66,62.59
2025-07-22 16:30,-7.23,0.00,-345.78,0.00,5062.28,47.23,0.00,498.26,0.00,45.76,16.77,208.37,547.68,474.77,548.31,20.89,118.48,0.00,2237.47,0.47,0.00,118.12,0.00,13.99,634.57,54.76
2025-07-22 17:00,-0.85,0.00,-459.20,0.00,5697.66,43.78,0.00,542.98,0.00,44.49,106.46,455.56,501.75,138.98,261.30,19.97,162.64,0.00,2527.86,0.44,0.00,127.87,0.00,13.61,683.81,58.32
2025-07-22 17:30,0.00,0.00,-205.28,0.00,5779.49,48.17,0.00,570.81,0.00,44.30,341.22,548.79,549.54,12.89,62.79,19.07,70.93,0.00,2568.29,0.48,0.00,134.00,0.00,13.57,682.45,148.17
2025-07-22 18:00,-0.02,0.00,-272.58,0.00,5849.97,53.98,0.00,570.28,174.28,44.62,356.79,646.99,722.05,0.94,6.69,18.20,90.60,0.00,2600.76,0.54,0.00,133.86,53.41,13.65,665.10,321.91
2025-07-22 18:30,-0.52,0.00,-255.93,0.00,5827.53,53.20,0.00,570.38,278.41,43.58,264.83,559.67,872.32,0.71,0.33,17.51,85.07,0.00,2591.85,0.53,0.00,133.92,84.95,13.33,666.99,305.64
2025-07-22 19:00,-0.21,0.00,-359.47,0.00,5742.27,53.15,0.00,575.39,260.03,43.95,247.62,632.35,1018.53,0.77,0.00,16.52,116.38,0.00,2552.77,0.53,0.00,135.00,78.95,13.46,648.70,224.81
2025-07-22 19:30,-133.43,0.00,-171.28,0.00,5543.31,51.33,0.00,574.33,244.92,43.41,33.43,600.76,1055.83,0.78,0.00,15.78,56.52,0.00,2463.62,0.52,0.00,134.76,74.31,13.30,670.62,175.03
2025-07-22 20:00,-1.22,0.00,-97.99,0.00,5397.20,50.75,0.00,573.85,39.73,42.79,24.90,491.19,1066.70,0.79,0.00,15.35,32.59,0.00,2398.03,0.51,0.00,134.64,11.89,13.09,665.62,78.73
2025-07-22 20:30,-5.68,0.00,-219.49,0.00,5513.27,50.98,0.00,566.56,0.00,43.21,8.57,453.63,1080.03,0.75,0.00,15.12,73.71,0.00,2447.46,0.51,0.00,133.09,0.00,13.23,672.89,86.39
2025-07-22 21:00,-6.35,0.00,-220.19,0.00,5398.23,49.10,0.00,546.55,0.00,45.54,3.80,342.98,1133.83,0.73,0.00,14.91,74.23,0.00,2394.89,0.49,0.00,128.73,0.00,13.93,675.55,81.67
2025-07-22 21:30,-6.83,0.00,-232.97,0.00,5291.01,47.12,0.00,463.11,0.00,47.01,1.78,358.37,1103.63,0.77,0.00,14.63,78.96,0.00,2359.69,0.47,0.00,111.96,0.00,14.30,680.75,75.83
2025-07-22 22:00,-9.30,0.00,-188.09,0.00,5114.39,52.37,0.00,330.54,0.00,47.45,0.95,262.87,1095.28,0.76,0.00,14.45,64.11,0.00,2266.19,0.53,0.00,81.75,0.00,14.52,685.49,57.51
2025-07-22 22:30,-43.62,0.00,-28.68,1.67,4982.99,52.97,0.00,124.76,0.00,47.50,0.28,121.52,1077.58,0.76,0.00,14.57,10.12,0.60,2209.59,0.53,0.00,37.02,0.00,14.54,710.71,61.57
2025-07-22 23:00,-172.40,0.00,-69.64,0.00,5053.41,49.32,0.00,110.85,0.00,46.92,0.66,121.18,1044.00,0.76,0.00,14.57,24.81,0.00,2240.83,0.50,0.00,33.96,0.00,14.35,732.36,75.63
2025-07-22 23:30,-101.79,0.00,-78.23,0.00,4893.68,47.55,0.00,111.06,0.00,46.61,0.24,121.79,982.88,0.76,0.00,14.41,28.07,0.00,2170.51,0.48,0.00,34.03,0.00,14.26,727.43,75.45
2025-07-23 00:00,-28.26,0.00,-138.18,0.00,4805.16,46.57,0.00,110.86,0.00,46.12,0.27,119.22,913.51,0.70,0.00,14.86,49.74,0.00,2127.35,0.47,0.00,33.97,0.00,14.11,723.68,57.94
2025-07-23 00:30,-38.89,0.00,-67.91,2.44,4696.86,45.17,0.00,110.74,0.00,43.70,0.54,96.52,943.44,0.75,0.00,14.74,24.32,0.82,2100.25,0.46,0.00,40.91,0.00,13.43,730.81,75.55
2025-07-23 01:00,-23.35,0.00,-86.07,0.00,4672.54,37.43,0.00,110.70,0.00,45.39,0.03,96.66,973.39,0.75,0.00,14.63,30.63,0.00,2066.72,0.38,0.00,33.92,0.00,13.89,715.33,75.45
2025-07-23 01:30,-76.22,0.00,-73.78,0.00,4617.94,40.55,0.00,111.16,0.00,45.91,0.04,96.57,967.18,0.74,0.00,14.66,26.22,0.00,2044.02,0.41,0.00,34.06,0.00,14.03,721.21,55.63
2025-07-23 02:00,-124.82,0.00,-75.85,0.00,4716.65,40.98,0.00,111.17,0.00,46.42,0.53,96.70,901.12,0.74,0.00,14.47,27.35,0.00,2085.41,0.42,0.00,34.06,0.00,14.21,737.45,75.45
2025-07-23 02:30,-272.18,0.00,-7.78,29.40,4728.75,39.00,0.00,110.94,0.00,46.95,0.02,96.18,826.93,0.71,0.00,14.64,2.82,10.02,2089.97,0.40,0.00,33.99,0.00,14.37,766.55,56.65
2025-07-23 03:00,-339.04,0.00,0.00,115.48,4710.72,34.80,0.00,110.93,0.00,44.33,0.65,96.69,722.16,0.70,0.00,14.60,0.00,39.35,2081.85,0.36,0.00,33.99,0.00,13.61,789.16,64.33
2025-07-23 03:30,-130.30,0.00,-2.36,36.33,4702.65,33.65,0.00,110.69,0.00,42.13,0.43,96.60,726.68,0.73,0.00,14.38,0.87,12.48,2078.70,0.36,0.00,33.89,0.00,13.05,761.09,57.63
2025-07-23 04:00,-8.91,0.00,-45.98,0.00,4710.02,32.03,0.00,110.60,0.00,42.13,0.44,98.38,812.73,0.71,0.00,13.88,16.89,0.00,2083.78,0.33,0.00,33.89,0.00,12.96,735.05,54.76
2025-07-23 04:30,-5.84,0.00,-5.06,20.36,4703.28,37.97,0.00,111.08,0.00,42.92,2.73,109.38,764.35,0.71,0.00,13.67,1.86,7.07,2088.28,0.37,0.00,33.98,0.00,13.11,740.57,75.45
2025-07-23 05:00,-2.27,0.00,0.00,122.27,4799.78,37.10,0.00,110.80,0.00,44.45,1.72,111.28,589.69,0.71,0.00,14.03,0.00,42.84,2110.72,0.37,0.00,33.94,0.00,13.33,757.01,75.45
2025-07-23 05:30,-0.71,0.00,0.00,208.12,4996.69,37.53,0.00,110.81,0.00,45.37,3.03,111.45,522.75,0.73,0.00,14.26,0.00,74.55,2181.84,0.39,0.00,33.92,0.00,13.68,763.57,75.83
2025-07-23 06:00,-0.49,0.00,0.00,361.45,5106.47,28.88,0.00,110.72,0.00,45.92,3.72,133.27,550.72,0.75,0.00,14.22,0.00,132.48,2255.31,0.36,0.00,33.93,0.00,13.95,768.29,62.43
2025-07-23 06:30,-1.82,0.00,0.00,369.11,5448.74,36.52,0.00,110.77,0.00,45.91,67.50,144.86,562.94,0.71,1.91,14.23,0.00,136.57,2333.65,0.39,0.00,33.94,0.00,13.94,742.14,85.68
2025-07-23 07:00,-4.43,0.00,0.00,305.99,5567.87,37.02,0.00,111.17,0.00,44.75,241.28,307.31,516.56,8.65,35.35,14.54,0.00,112.74,2359.73,0.40,0.00,34.00,0.00,13.77,702.96,96.45
2025-07-23 07:30,-0.25,0.00,-6.83,147.17,5709.29,33.65,0.00,110.81,0.00,43.93,309.84,330.68,557.26,69.60,199.82,14.72,2.46,53.62,2464.43,0.38,0.00,42.30,0.00,13.56,685.36,149.10
2025-07-23 08:00,-2.42,0.00,0.00,69.58,5677.36,38.23,0.00,110.98,0.00,42.69,99.75,304.94,591.16,297.99,378.99,15.16,0.00,25.02,2528.92,0.39,0.00,34.00,0.00,13.42,683.84,162.73
2025-07-23 08:30,-15.03,0.00,0.00,230.25,5431.81,38.60,0.00,110.98,0.00,43.35,8.79,138.78,531.43,432.11,614.18,15.69,0.00,81.68,2472.65,0.39,0.00,34.00,0.00,13.50,687.94,102.73
2025-07-23 09:00,-61.33,-19.48,0.00,205.79,5137.23,38.60,0.00,110.75,0.00,41.05,1.50,107.35,452.34,608.25,930.25,16.53,0.00,72.44,2407.28,0.39,0.00,33.96,0.00,13.18,669.27,55.00
2025-07-23 09:30,-10.88,-266.02,0.00,290.08,4956.56,36.88,0.00,110.57,0.00,28.52,7.98,85.99,413.41,705.87,1227.83,17.51,0.00,88.54,2277.64,0.39,0.00,33.95,0.00,10.21,635.51,75.83
2025-07-23 10:00,-77.67,-475.64,0.00,325.43,4860.54,26.62,0.00,110.72,0.00,28.72,4.36,85.90,416.13,832.85,1501.83,18.28,0.00,88.59,2166.72,0.35,0.00,33.99,0.00,9.04,601.77,78.73
2025-07-23 10:30,-220.86,-492.79,0.00,316.20,4720.33,21.30,0.00,110.64,1.01,29.50,0.00,85.70,398.34,916.50,1586.83,NaN,0.00,42.15,1068.00,0.16,0.00,16.99,0.10,4.58,605.93,0.00
